date,issued,calendar,destination_station,next_train_timetable,operator,origin_station,previous_train_timetable,rail_direction,railway,train,train_number,train_type,via_railway
2019-04-25 16:00:00+09:00,2019-02-22,SaturdayHoliday,Keio.Keio.Shinjuku,,Keio,Keio.Keio.KeioHachioji,,Inbound,Keio.Keio,Keio.Keio.0094,0094,Keio.LimitedExpress,
2019-04-25 16:00:00+09:00,2019-02-22,SaturdayHoliday,Keio.Keio.Shinjuku,,Keio,Keio.Keio.KeioHachioji,,Inbound,Keio.Keio,Keio.Keio.0096,0096,Keio.LimitedExpress,
2019-04-25 16:00:00+09:00,2019-02-22,SaturdayHoliday,Keio.Keio.Shinjuku,,Keio,Keio.Keio.KeioHachioji,,Inbound,Keio.Keio,Keio.Keio.0098,0098,Keio.LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Main.KanagawaShimmachi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0092,ODPT0092,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0092,ODPT0092,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0356,ODPT0356,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Keikyu.Main.KanagawaShimmachi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0068,ODPT0068,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0356,ODPT0356,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0617,ODPT0617,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0618,ODPT0618,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0711,ODPT0711,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0751,ODPT0751,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0767,ODPT0767,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT1094,ODPT1094,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0420,ODPT0420,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0093,ODPT0093,Express,
2019-04-25 15:00:00+09:00,2019-03-16,SaturdayHoliday,Odakyu.Odawara.MukogaokaYuen,,TokyoMetro,JR-East.JobanLocal.Abiko,JR-East.JobanLocal.1002S.SaturdayHoliday,TokyoMetro.YoyogiUehara,TokyoMetro.Chiyoda,kyoMetro.Chiyoda.A1003S,A1003S,kyoMetro.SemiExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0094,ODPT0094,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0097,ODPT0097,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0101,ODPT0101,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0102,ODPT0102,Local,
2019-04-25 15:00:00+09:00,2019-03-16,Weekday,TokyoMetro.Chiyoda.YoyogiUehara,,TokyoMetro,JR-East.JobanLocal.Abiko,JR-East.JobanLocal.1004K.Weekday,TokyoMetro.YoyogiUehara,TokyoMetro.Chiyoda,kyoMetro.Chiyoda.A1005K,A1005K,kyoMetro.Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0103,ODPT0103,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Main.KanagawaShimmachi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0069,ODPT0069,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0425,ODPT0425,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0131,ODPT0131,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Miurakaigan,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0159,ODPT0159,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0177,ODPT0177,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0223,ODPT0223,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.Sogosando,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0224,ODPT0224,AirportRapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.Sogosando,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0225,ODPT0225,AirportRapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0448,ODPT0448,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0463,ODPT0463,Express,
2019-04-25 15:00:00+09:00,2019-03-16,Weekday,TokyoMetro.Chiyoda.YoyogiUehara,,TokyoMetro,TokyoMetro.Chiyoda.KitaAyase,,TokyoMetro.YoyogiUehara,TokyoMetro.Chiyoda,kyoMetro.Chiyoda.A1107S,A1107S,kyoMetro.Local,
2019-04-25 16:00:00+09:00,2019-03-16,Weekday,JR-East.SaikyoKawagoe.Kawagoe,JR-East.SaikyoKawagoe.1157F.Weekday,TWR,TWR.Rinkai.ShinKiba,,Outbound,TWR.Rinkai,WR.Rinkai.1157F,1157F,WR.Rapid,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Toei.Asakusa.Asakusabashi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0004,ODPT0004,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Toei.Asakusa.Asakusabashi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0004,ODPT0004,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Main.Shinagawa,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0005,ODPT0005,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Main.Shinagawa,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0005,ODPT0005,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0006,ODPT0006,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0006,ODPT0006,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0007,ODPT0007,RapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0008,ODPT0008,RapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0030,ODPT0030,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0069,ODPT0069,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0031,ODPT0031,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0038,ODPT0038,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0039,ODPT0039,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0043,ODPT0043,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0044,ODPT0044,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0050,ODPT0050,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0051,ODPT0051,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0052,ODPT0052,RapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0052,ODPT0052,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0053,ODPT0053,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0063,ODPT0063,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0064,ODPT0064,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0071,ODPT0071,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0071,ODPT0071,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0072,ODPT0072,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0072,ODPT0072,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0080,ODPT0080,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0081,ODPT0081,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0498,ODPT0498,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0110,ODPT0110,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0115,ODPT0115,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0116,ODPT0116,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0119,ODPT0119,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0124,ODPT0124,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0514,ODPT0514,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0133,ODPT0133,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0142,ODPT0142,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0143,ODPT0143,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0143,ODPT0143,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0144,ODPT0144,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0156,ODPT0156,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0161,ODPT0161,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0161,ODPT0161,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0163,ODPT0163,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0166,ODPT0166,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0166,ODPT0166,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0168,ODPT0168,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0178,ODPT0178,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.InzaiMakinohara,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0178,ODPT0178,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0197,ODPT0197,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0200,ODPT0200,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0200,ODPT0200,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0264,ODPT0264,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0201,ODPT0201,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0207,ODPT0207,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0210,ODPT0210,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0216,ODPT0216,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0216,ODPT0216,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0217,ODPT0217,Local,
2019-04-25 16:00:00+09:00,2019-03-16,Weekday,TWR.Rinkai.ShinKiba,,TWR,JR-East.SaikyoKawagoe.Kawagoe,JR-East.SaikyoKawagoe.1158F.Weekday,Inbound,TWR.Rinkai,WR.Rinkai.1158F,1158F,WR.Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0228,ODPT0228,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0237,ODPT0237,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0250,ODPT0250,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0255,ODPT0255,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0263,ODPT0263,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0278,ODPT0278,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0284,ODPT0284,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0285,ODPT0285,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0288,ODPT0288,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0295,ODPT0295,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0304,ODPT0304,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Oshiage,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0306,ODPT0306,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0307,ODPT0307,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0311,ODPT0311,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0319,ODPT0319,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0328,ODPT0328,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0334,ODPT0334,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0340,ODPT0340,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0344,ODPT0344,Local,
