date,issued,calendar,destination_station,next_train_timetable,operator,origin_station,previous_train_timetable,rail_direction,railway,train,train_number,train_type,via_railway
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiSakura,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0345,ODPT0345,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0345,ODPT0345,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Miurakaigan,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0348,ODPT0348,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0355,ODPT0355,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0363,ODPT0363,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0371,ODPT0371,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0372,ODPT0372,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0373,ODPT0373,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0378,ODPT0378,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0378,ODPT0378,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0388,ODPT0388,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0389,ODPT0389,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0402,ODPT0402,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0408,ODPT0408,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0409,ODPT0409,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0420,ODPT0420,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0430,ODPT0430,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0430,ODPT0430,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0431,ODPT0431,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0437,ODPT0437,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0438,ODPT0438,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0439,ODPT0439,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0449,ODPT0449,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0449,ODPT0449,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0454,ODPT0454,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0458,ODPT0458,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0459,ODPT0459,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0462,ODPT0462,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0468,ODPT0468,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0468,ODPT0468,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Main.Uraga,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0475,ODPT0475,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0476,ODPT0476,AirportRapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0486,ODPT0486,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.InzaiMakinohara,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0492,ODPT0492,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0499,ODPT0499,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0499,ODPT0499,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0503,ODPT0503,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.KeikyuKurihama,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0503,ODPT0503,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0510,ODPT0510,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0510,ODPT0510,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.InzaiMakinohara,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0514,ODPT0514,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Kurihama.KeikyuKurihama,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0515,ODPT0515,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0517,ODPT0517,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0525,ODPT0525,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0532,ODPT0532,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0533,ODPT0533,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0534,ODPT0534,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0538,ODPT0538,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0548,ODPT0548,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0548,ODPT0548,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Oshiage,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0550,ODPT0550,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0551,ODPT0551,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0575,ODPT0575,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiSakura,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0557,ODPT0557,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0566,ODPT0566,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0567,ODPT0567,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Zushi.Shinzushi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0570,ODPT0570,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0571,ODPT0571,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.Main.KeiseiTakasago,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0572,ODPT0572,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0576,ODPT0576,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Oshiage,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0582,ODPT0582,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0583,ODPT0583,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0589,ODPT0589,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0591,ODPT0591,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0601,ODPT0601,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0602,ODPT0602,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0607,ODPT0607,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0608,ODPT0608,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0611,ODPT0611,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0611,ODPT0611,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0614,ODPT0614,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0624,ODPT0624,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0629,ODPT0629,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Kurihama.KeikyuKurihama,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0630,ODPT0630,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0639,ODPT0639,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0640,ODPT0640,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0641,ODPT0641,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.InzaiMakinohara,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0647,ODPT0647,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0648,ODPT0648,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0649,ODPT0649,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiSakura,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0656,ODPT0656,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0666,ODPT0666,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0672,ODPT0672,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Keikyu.Kurihama.KeikyuKurihama,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0679,ODPT0679,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Hokuso.Hokuso.InzaiMakinohara,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0680,ODPT0680,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0681,ODPT0681,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0682,ODPT0682,AccessExpress,['odpt.Railway:Keisei.NaritaSkyAccess']
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Oshiage.Aoto,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0690,ODPT0690,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0766,ODPT0766,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.Oshiage,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0690,ODPT0690,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0696,ODPT0696,Express,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0703,ODPT0703,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0704,ODPT0704,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0705,ODPT0705,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Kurihama.Misakiguchi,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0705,ODPT0705,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0711,ODPT0711,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.Sengakuji,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0717,ODPT0717,Local,
2019-04-25 16:00:00+09:00,2019-03-16,SaturdayHoliday,TWR.Rinkai.ShinKiba,,TWR,JR-East.SaikyoKawagoe.Kawagoe,JR-East.SaikyoKawagoe.1180F.SaturdayHoliday,Inbound,TWR.Rinkai,WR.Rinkai.1180F,1180F,WR.Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Kurihama.KeikyuKurihama,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0720,ODPT0720,RapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Kurihama.Misakiguchi,,Toei,Keisei.Oshiage.Aoto,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0720,ODPT0720,LimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0724,ODPT0724,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0729,ODPT0729,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Hokuso.Hokuso.ImbaNihonIdai,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0730,ODPT0730,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Kurihama.KeikyuKurihama,,Toei,Keisei.NaritaSkyAccess.NaritaAirportTerminal1,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0731,ODPT0731,RapidLimitedExpress,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0743,ODPT0743,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.ImbaNihonIdai,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0749,ODPT0749,Express,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Sengakuji,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0750,ODPT0750,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0754,ODPT0754,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Keikyu.Airport.HanedaAirportDomesticTerminal,,Toei,Hokuso.Hokuso.InzaiMakinohara,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0755,ODPT0755,Express,
2019-04-25 16:00:00+09:00,2019-03-16,Weekday,TWR.Rinkai.ShinKiba,,TWR,TWR.Rinkai.Osaki,,Inbound,TWR.Rinkai,WR.Rinkai.1180T,1180T,WR.Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Main.KeiseiTakasago,,Toei,Keikyu.Airport.HanedaAirportDomesticTerminal,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0759,ODPT0759,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Keisei.Oshiage.Aoto,,Toei,Toei.Asakusa.NishiMagome,,Northbound,Toei.Asakusa,ei.Asakusa.ODPT0763,ODPT0763,Local,
2019-04-25 15:00:00+09:00,2018-12-08,SaturdayHoliday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0777,ODPT0777,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Keisei.Main.KeiseiNarita,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0777,ODPT0777,Local,
2019-04-25 15:00:00+09:00,2018-12-10,Weekday,Toei.Asakusa.NishiMagome,,Toei,Toei.Asakusa.Oshiage,,Southbound,Toei.Asakusa,ei.Asakusa.ODPT0778,ODPT0778,Local,
